CU WBS #,CU,Unit Of Measure,Description,Compatible Unit Group,Install Hours,Removal Hours,Transfer Hours,Install Price,Removal Price,Transfer Price
CU-173,ALT-LED-PTGV4K-T3-8L-SF-B,EA,"8000L,LED,T3,PostTopGranville4K,SF,Black",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-174,ALT-LED-PTGV4K-T3-8L-SF-G,EA,"8000L,LED,T3,PostTopGranville4K,SF,Gold",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-175,ALT-LED-PTTA-T3-9L-SF-B,EA,"9000L,LED,Type3,PostTop,Taft Style,Black",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-176,ALT-LED-PTTR-T3-5L-SF,EA,"5000L, LED, Type3, PostTop, Traditional",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-177,ALT-LED-PTTR-T3-8L-SF,EA,"8000L, LED, Type3, PostTop, Traditional",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-178,ALT-LED-PTTR-T5-5L-SF,EA,"5000L, LED,Type5, Post Top, Traditional",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-179,ALT-LED-PTWA-T3-L7-SF-B,EA,"7000L,LED,Type3,PostTop,Washington, BLK",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-180,ALT-LED-RW-4K-T3-10L-SF,EA,"10000L LED, Type 3, Roadway, Slipfit",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-181,ALT-LED-RW-T2-23L-SF,EA,"23000L, LED, Type2, Roadway,Slipfit",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-182,ALT-LED-RW-T2-4L-SF,EA,"4000L, LED, Type2, Roadway,Slipfit",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-183,ALT-LED-RW-T3-10L-SF,EA,"10000L LED, Type 3, Roadway, Slipfit",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-184,ALT-LED-RW-T3-14L-SF,EA,"14000L, LED, Type3, Roadway,Slipfit,",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-185,ALT-LED-RW-T3-14L-SF-B,EA,"14000L, LED, Type3, Roadway,Slipfit,BLK",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-186,ALT-LED-RW-T3-23L-SF-B,EA,"23000L, LED, Type3, Roadway,Slipfit,BLK",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-187,ALT-LED-RW-T3-8L-SF,EA,"8500L LED, Type 3, Roadway,Slipfit",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-188,ALT-LED-RW-T3-8L-SF-B,EA,"8000L, LED, Type3, Roadway,Slipfit,Blk",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-189,ALT-LED-SH-T3-16L-SF-BZ,EA,"16000L,LED,Type3,Shoebox,SlipFit,Bronze",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-190,ALT-LED-SH-T3-20L-SF-BZ,EA,"20000L,LED,Type3,Shoebox,SlipFit,Bronze",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-191,ALT-LED-SH-T3-8L-BO-BZ,EA,"8000L,LED,Type3,Shoebox,BoltOn,Bronze",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-192,ALT-LED-SH-T3-8L-SF-BZ,EA,"8000L,LED,Type3,Shoebox,SlipFit,Bronze",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-193,AMI-BKT,EA,"AMI, Bracket, 18 in Aluminum",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-194,AMI-BKT120,EA,"AMI, Bracket, 120 in (10 ft) Aluminum",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-195,AMI-BKT30,EA,"AMI, Bracket, 30 in Aluminum",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-196,AMI-BKT32,EA,"AMI, Bracket, 32"" Sq., Cisco  GR1240",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-197,AMI-BKT42,EA,"AMI, Bracket, 42 in Aluminum",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-198,AMI-DUPLEX,FT,"AMI,Duplex, #4",CON-SEC-S,0.0030,0.0008,0.0000,$0.72,$0.62,$102.48
CU-199,AMI-GND,EA,"AMI,Ground,#4",GND,0.5760,0.3200,0.0000,$110.74,$60.43,$0.00
CU-200,AMI-LTEBKT,EA,"AMI,Bracket,10 ft Aluminum+Antenna",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-201,AMI-MESHBKT,EA,"AMI, Bracket, 42 in Aluminum+Antenna",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-202,AMI-SAA,EA,"AMI,SAA,Secondary Rack",SAA,0.1440,0.0800,0.2080,$55.18,$17.20,$46.72
CU-205,AMI-SS-APMOUNT,EA,"AMI,Silver Springs,AccessPoint Mount Kit",AMI-MOUNT,0.2500,0.2000,0.5000,N/A,N/A,N/A
CU-209,AMI-SS-CONTROLRADIO,EA,"AMI,Silver Springs,Control Mounted Radio",AMI-RADIO,0.2500,0.2000,0.5000,N/A,N/A,N/A
CU-210,AMI-SS-MOUNT,EA,"AMI,Silver Springs,Relay or AP Mount Kit",AMI-MOUNT,0.2500,0.2000,0.5000,N/A,N/A,N/A
CU-213,AMI-SS-RELAY,EA,"AMI,Silver Springs, Relay",AMI-RELAY,1.5000,0.7500,2.0000,N/A,N/A,N/A
CU-214,AMI-TRIPLEX,FT,"AMI,Triplex, #2",CON-SEC-S,0.0030,0.0008,0.0000,$0.72,$0.62,$102.48
CU-215,AMI-TX-GCA,EA,"AMI,TX,Gap Collector AT&T",AMI-GC,1.5000,0.7500,2.0000,$202.50,$86.79,$231.43
CU-216,AMI-TX-GCMOUNT,EA,"AMI,TX,Gap Collector Mounting Kit",AMI-MOUNT,0.2500,0.2000,0.5000,N/A,N/A,N/A
CU-217,AMI-TX-GCS,EA,"AMI,TX,Gap Collector Sprint",AMI-GC,1.5000,0.7500,2.0000,$202.50,$86.79,$231.43
CU-218,AMI-TX-GCV,EA,"AMI,TX,Gap Collector Verizon",AMI-GC,1.5000,0.7500,2.0000,$202.50,$86.79,$231.43
CU-219,AMI-TX-RADIO-1-GW-MOUNT,EA,"AMI,TX,Radio&Antenna,1,GateWay,MountKit",AMI-MOUNT,1.5000,0.7500,2.0000,N/A,N/A,N/A
CU-220,AMI-TX-RADIO-3-GW-MOUNT,EA,"AMI,TX,Radio&Antenna,3,GateWay,MountKit",AMI-MOUNT,1.5000,0.7500,2.0000,N/A,N/A,N/A
CU-221,AMI-TX-ROUTER,EA,"AMI,TX,Router",AMI-ROUTER,1.5000,0.7500,2.0000,$202.50,$86.79,$231.43
CU-222,AMI-WIMAX-RADIO,EA,"AMI,WiMAX, Radio and Antenna",AMI-WM-RADIO,1.5000,0.7500,2.0000,N/A,N/A,N/A
CU-223,ANC-DHM-10-84-D1,EA,"ANC,Dbl Hlx Mach,10in,84in,Db Eye 1in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-224,ANC-DHM-10-84-T1-C,EA,"ANC,Dbl Hlx Mach,10in,84in,TpEye 1in,Cor",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-225,ANC-DHM-8-84-D1,EA,"ANC,Dbl Hlx Mach,8in,84in,Db Eye 1in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-226,ANC-DHM-8-84-D34,EA,"ANC,Dbl Hlx Mach,8in,84in,Db Eye 3/4in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-227,ANC-DHM-8-84-T1-C,EA,"ANC,Dbl Hlx Mach,8in,84in,TpEye 1in,Cor",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-228,ANC-DHM-8-84-T34,EA,"ANC,Dbl Hlx Mach,8in,84in,Tpl Eye 3/4in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-229,ANC-DHS-10-60-D15,EA,"ANC,Dbl.Hlix Sand,10in,60in, Db Eye1.5in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-230,ANC-DHS-10-60-D15-C,EA,"Dbl.Hlix Sand,10in,60in,DbEye1.5in,Corr",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-231,ANC-DSC-16-96-D1,EA,"ANC,Disc,16in,96in,Db Eye 1in",ANC-H,0.8960,0.1440,0.0000,$790.56,$28.59,$0.00
CU-232,ANC-DSC-24-120-D1,EA,"ANC,Disc,24in,120in,Db Eye 1in",ANC-H,0.8960,0.1440,0.0000,$790.56,$28.59,$0.00
CU-233,ANC-EXP-10-120-T1,EA,"ANC,Expanding,10in,120in,Tr Eye 1in",ANC-H,1.0080,0.1440,0.0000,$790.56,$28.59,$0.00
CU-234,ANC-EXP-8-72-S58,EA,"ANC,Expanding,8in,72in,Sg Eye 5/8in",ANC-H,0.8960,0.1440,0.0000,$790.56,$28.59,$0.00
CU-235,ANC-EXP-8-84-D58,EA,"ANC,Expanding,8in,84in,Db Eye 5/8in",ANC-H,0.8960,0.1440,0.0000,$790.56,$28.59,$0.00
CU-236,ANC-EXP-8-96-D34,EA,"ANC,Expanding,8in,96in,Db Eye 3/4in",ANC-H,0.8960,0.1440,0.0000,$790.56,$28.59,$0.00
CU-237,ANC-GAD-18-D15,EA,"ANC,Guy Adapter,18in,Db Eye 1.5in",MO,0.0800,0.0000,0.0000,$0.00,$0.00,$0.00
CU-238,ANC-RCK-30-T34,EA,"ANC,Rock,30in,Tr Eye 3/4in",ANC-H,1.0720,0.1440,0.0000,$790.56,$28.59,$0.00
CU-239,ANC-RCK-53-T34,EA,"ANC,Rock,53in,Tr Eye 3/4in",ANC-H,1.3280,0.1440,0.0000,$790.56,$28.59,$0.00
CU-240,ANC-RCK-84-T34,EA,"ANC,Rock,84in,Tr Eye 3/4in",ANC-H,1.6800,0.1440,0.0000,$790.56,$28.59,$0.00
CU-241,ANC-ROD-42-E1,EA,"ANC,Rod Ext. Only, 42in, Ext. 1 in",MO,0.0800,0.0000,0.0000,$0.00,$0.00,$0.00
CU-242,ANC-ROD-42-E15,EA,"ANC,Ext. Rod only,42in,Ext 1.5in",MO,0.0800,0.0000,0.0000,$0.00,$0.00,$0.00
CU-243,ANC-ROD-42-E34,EA,"ANC,Rod Ext Only,42in, Ext 3/4 in",MO,0.0800,0.0000,0.0000,$0.00,$0.00,$0.00
CU-244,ANC-ROD-42-E58,EA,"ANC,Ext. Rod only,42in, Ext 5/8 in.",MO,0.0800,0.0000,0.0000,$0.00,$0.00,$0.00
CU-245,ANC-ROD-60-E15,EA,"ANC, Rod Ext Only,60in,Ext 1.5in",MO,0.0800,0.0000,0.0000,$0.00,$0.00,$0.00
CU-246,ANC-ROD-84-E15,EA,"ANC,Ext. Rod only,84in,Ext 1.5in",MO,0.0800,0.0000,0.0000,$0.00,$0.00,$0.00
CU-247,ANC-SHM-10-84-D1,EA,"ANC,Sgl Hlx Mach,10in,84in,Db Eye 1in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-248,ANC-SHM-10-84-D34,EA,"ANC,Sgl Hlx Mach,10in,84in,Db Eye 3/4in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-249,ANC-SHM-10-84-T1-C,EA,"ANC,Sgl Hlx Mach,10in,84in,TpEye 1in,Cor",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-250,ANC-SHM-8-84-D34,EA,"ANC,Sgl Hlx Mach,8in,84in,Db Eye 3/4in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-251,ANC-SHM-8-84-D58,EA,"ANC,Sgl Hlx Mach,8in,84in,Db eye 5/8in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-252,ANC-SHM-8-84-S58,EA,"ANC,Sgl Hlx Mach,8in,84in,Sg Eye 5/8in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-253,ANC-SHM-8-84-T34,EA,"ANC,Sgl Hlx Mach,8in,84in,Tpl Eye 3/4in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-254,ANC-SHM-8-84-T58-C,EA,"ANC,Sgl Hlx Mach,8in,84in,TpEye 5/8"",Cor",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-255,ANC-THS-8-84-D15,EA,"ANC,Tri Hlx Sand,8in,84in,Dbl.eye1.5in",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-256,ANC-THS-8-84-D15-C,EA,"Tri Hlx Sand,8in,84in,Dbl.eye1.5in,Corr",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-257,AND-DHM-8-84-T1-C,EA,"ANC,Dbl Hlx Mach,8in,84in,Tp Eye 1in,Cor",ANC-M,0.2400,0.1440,0.0000,$217.53,$28.60,$0.00
CU-258,ARD-10,EA,"ARD,1/0 AA or AS (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-259,ARD-1033,EA,"ARD, 1033 AL (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-260,ARD-2,EA,"ARD,#2 AA or AS (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-261,ARD-30,EA,"ARD,3/0 AS (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-262,ARD-336A,EA,"ARD,336 AL (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-263,ARD-336S,EA,"ARD,336 AS 18/1 (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-264,ARD-4,EA,"ARD,#4AS( Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-265,ARD-40,EA,"ARD,4/0 AA or AS (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-266,ARD-477,EA,"ARD,477 ACSR (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-267,ARD-556,EA,"ARD,556 AL (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-268,ARD-795,EA,"ARD,795 AL (Armor Rod)",ARD,0.0480,0.0800,0.0000,N/A,N/A,N/A
CU-269,ARM-10AD,EA,"ARM,10ft Arm Doubler Wd",ARM-SW,0.2560,0.0000,0.0000,$350.53,$61.83,$155.38
CU-270,ARM-10AD-C,EA,"ARM,10'Arm Doubler,Corrosive",ARM-SW,0.2560,0.0000,0.0000,$350.53,$61.83,$155.38
CU-271,ARM-10AF-GN,EA,"ARM,10ft Sgl Alley, FG,Gain w/brace",ARM-SW,0.2560,0.0000,0.0000,$350.53,$61.83,$155.38
CU-272,ARM-10AF-GN-C,EA,"ARM,10ft Sgl Alley, FG,Gain w/brace,Corr",ARM-SW,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-273,ARM-10D-60HS,EA,"ARM,10ft Double Wood,60in HD Sgl.Wd",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-274,ARM-10D-60HS-C,EA,"ARM,10ft Double Wood,60in HD Sgl.Wd,Corr",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-275,ARM-10D-60S,EA,"ARM,10ft Double Wood,60in Sgl.Wd",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-276,ARM-10D-60S-C,EA,"ARM,10ft Double Wood,60in Sgl.Wd,Corr",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-277,ARM-10DAF-GN,EA,"ARM,10ft Double Alley FG Gain w/brace",ARM-DW,0.1600,0.0960,0.2240,$320.62,$73.73,$178.62
CU-278,ARM-10DAF-GN-C,EA,"ARM,10ft DoubleAlley FG Gain w/brace,Cor",ARM-DW,0.1600,0.0960,0.2240,$320.62,$73.73,$178.62
CU-279,ARM-10DF-60HS,EA,"ARM,10ft Dbl Fiberglass,60""HD Sgl.Wd",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-280,ARM-10DF-60HS-C,EA,"ARM,10ft Dbl Fiberglas,60""HD Sgl.Wd,Corr",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-281,ARM-10DF-60S,EA,"ARM,10ft Dbl Fiberglass,60""Sgl.Wd",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-282,ARM-10DF-60S-C,EA,"ARM,10ft Dbl Fiberglass,60""Sgl.Wd,Corr",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-283,ARM-10P-GN,EA,"ARM,10ft Pre-asmble Wood,Gain",ARM-SW,0.6240,0.3680,0.8960,$350.53,$61.83,$155.38
CU-284,ARM-10P-GN-C,EA,"ARM,10ft Pre-asmble Wood,Gain,Corr",ARM-SW,0.6240,0.3680,0.8960,$350.53,$61.83,$155.38
CU-285,ARM-10S-60D-C,EA,"ARM,10ft Single Wood,60in Dbl.Wd,Corr",ARM-SW,0.6240,0.3680,0.8960,$350.53,$61.83,$155.38
CU-286,ARM-10S-60HS,EA,"ARM,10ft Single Wood,60in HD Sgl.Wd",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-287,ARM-10S-60HS-C,EA,"ARM,10ft Single Wood,60in HD Sgl.Wd,Corr",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-288,ARM-10S-60S,EA,"ARM,10ft Single Wood,60in Sgl.Wd",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-289,ARM-10S-60S-C,EA,"ARM,10ft Single Wood,60in Sgl.Wd,Corr",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-290,ARM-10S-GN,EA,"ARM,10ft Single Wood,Gain",ARM-SF,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-291,ARM-10SF-60HS,EA,"ARM,10ft Single Fiberglass,60""HD Sgl.Wd",ARM-SF,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-292,ARM-10SF-60HS-C,EA,"ARM,10ft Sgl Fiberglas,60""HD Sgl.Wd,Corr",ARM-SF,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-293,ARM-10SF-60S,EA,"ARM,10ft Single Fiberglass,60""Sgl.Wd",ARM-SF,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-294,ARM-10SF-60S-C,EA,"ARM,10ft Sgl Fiberglass,60""Sgl.Wd,Corr",ARM-SF,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-295,ARM-10SF-GN,EA,"ARM,10ft Sgl.Fiberglass,Gain",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-296,ARM-10SF-GN-DH,EA,"ARM,10ft Sgl.Fiberglass,Gain,DE Heavy",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-297,ARM-10SF-GN-DH-C,EA,"ARM,10ftSgl.Fiberglass,Gain,DE Heavy,Cor",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-298,ARM-10SF-GN-DL,EA,"ARM,10ft Sgl.Fiberglass,Gain,DE Light",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-299,ARM-10SF-GN-DL-C,EA,"ARM,10ftSgl.Fiberglass,Gain,DE Light,Cor",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-300,ARM-10SF-GN-TH,EA,"ARM,10ft Sgl.Fiberglass,Gain,Tangent HD",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-301,ARM-10SF-GN-TH-C,EA,"ARM,10ft Sgl.Fiberglass,Gain,TangHD,Corr",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-302,ARM-10SF-GN-TL,EA,"ARM,10ft Sgl.Fiberglass,Gain,Tangent LD",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-303,ARM-10SF-GN-TL-C,EA,"ARM,10ft Sgl.Fiberglass,Gain,TangLD,Corr",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-304,ARM-10SF-GNF-DH,EA,"ARM,10ft Sgl.Fibrglass,Gain,Flat,DEHeavy",ARM-SW,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-305,ARM-12AF-GN,EA,"ARM,12ft Sgl Alley, FG,Gain w/brace",ARM-SW,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-306,ARM-12AF-GN-C,EA,"ARM,12ft Sgl Alley, FG,Gain w/brace,Corr",ARM-SW,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-307,ARM-12D-84D,EA,"ARM,12ft Double Wood,84in Dbl.Wd",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-308,ARM-12D-84D-C,EA,"ARM,12ft Double Wood,84in Dbl.Wd,Corr",ARM-DW,0.6560,0.3840,0.9280,$320.62,$73.73,$178.62
CU-309,ARM-12DAF-GN,EA,"ARM,12ft Double Alley FG Gain w/brace",ARM-DW,0.1600,0.0960,0.2240,$320.62,$73.73,$178.62
CU-310,ARM-12DAF-GN-C,EA,"ARM,12ft DoubleAlley FG Gain w/brace,Cor",ARM-DW,0.1600,0.0960,0.2240,$320.62,$73.73,$178.62
CU-311,ARM-12S-84S,EA,"ARM,12ft Single Wood,84in HD Sgl.Wd",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-312,ARM-12S-84S-C,EA,"ARM,12ft Single Wood,84in Sgl.Wd,Corr",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-313,ARM-12SF-GN-DH,EA,"ARM,12ft Sgl.Fiberglass,Gain,DE Heavy",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-314,ARM-12SF-GN-DH-C,EA,"ARM,12ftSgl.Fiberglass,Gain,DE Heavy,Cor",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-315,ARM-12SF-GN-TH,EA,"ARM,12ft Sgl.Fiberglass,Gain,Tangent HD",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-316,ARM-12SF-GN-TH-C,EA,"ARM,12ft Sgl.Fiberglass,Gain,TangHD,Corr",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-317,ARM-12SF-GNF-DH,EA,"ARM,12ft Sgl.Fibrglass,Gain,Flat,DEHeavy",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-318,ARM-12SF-GNF-TH,EA,"ARM,12ft Sgl.Fiberglass,Gain,Flat,TangHD",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-319,ARM-13D,EA,"ARM,13ft Double Wood",ARM-DW,0.6560,0.3840,0.8960,$320.62,$73.73,$178.62
CU-320,ARM-13S,EA,"ARM,13ft Single Wood",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-321,ARM-14SF-GNF-TH,EA,"ARM,14ft Sgl.Fibrglass,Gain,Flat,Tangent",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-322,ARM-15D,EA,"ARM,15ft Double Wood",ARM-DW,0.6560,0.3840,0.8960,$320.62,$73.73,$178.62
CU-323,ARM-15S,EA,"ARM,15ft Single Wood",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-324,ARM-16SF-GNF-TH,EA,"ARM,16ft Sgl.Fibrglass,Gain,Flat,Tangent",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-325,ARM-17D,EA,"ARM,17ft Double Wood",ARM-DW,0.6560,0.3840,0.8960,$320.62,$73.73,$178.62
CU-326,ARM-17S,EA,"ARM,17ft Single Wood",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-327,ARM-18D,EA,"ARM,18Ft Double Wood",ARM-DW,0.6560,0.3840,0.8960,$320.62,$73.73,$178.62
CU-328,ARM-18S,EA,"ARM,18Ft Single Wood",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-329,ARM-18SF-GNF-TH,EA,"ARM,18ft Sgl.Fibrglass,Gain,Flat,Tangent",ARM-SF,0.1600,0.0960,0.2240,$350.53,$61.83,$155.38
CU-330,ARM-21D,EA,"ARM,21Ft Double Wood",ARM-DW,0.6560,0.3840,0.8960,$320.62,$73.73,$178.62
CU-331,ARM-21S,EA,"ARM,21Ft Single Wood",ARM-SW,0.4160,0.2240,0.6080,$350.53,$61.83,$155.38
CU-332,ARM-3SF-GN,EA,"ARM,3ft Sgl. Fiberglass,Gain",ARM-SF,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-333,ARM-3SF-GN-C,EA,"ARM,3ft Sgl. Fiberglass,Gain,Corr",ARM-SF,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-334,ARM-4D-GN,EA,"ARM,4/4.5ft Dbl. Wood,Gain",ARM-DW,0.6240,0.3680,0.9120,$320.62,$73.73,$178.62
CU-335,ARM-4D-GN-C,EA,"ARM,4/4.5ft Dbl. Wood,Gain,Corr",ARM-DW,0.6240,0.3680,0.9120,$320.62,$73.73,$178.62
CU-336,ARM-4S-GN,EA,"ARM,4.5ft Single Wood,Gain",ARM-SW,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-337,ARM-4S-GN-C,EA,"ARM,4.5ft Single Wood,Gain,Corr",ARM-SW,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-338,ARM-4SF-GN,EA,"ARM,4.5ft Sgl.Fiberglass,Gain",ARM-SF,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-339,ARM-8AA-84,EA,"ARM,8ft Alley ArmWood,84in Wood",ARM-SW,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-340,ARM-8AA-84-C,EA,"ARM,8ft Alley ArmWood,84in Wood,Corrosiv",ARM-SW,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-341,ARM-8AA-86,EA,"ARM,8ft Alley ArmWood,86in Wood",ARM-SW,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-342,ARM-8AA-86-C,EA,"ARM,8ft Alley ArmWood,86in Wood,Corrosiv",ARM-SW,0.3680,0.2080,0.5120,$350.53,$61.83,$155.38
CU-343,ARM-8AD,EA,"ARM,8ft Arm Doubler Wd",ARM-SW,0.2560,0.0000,0.0000,$350.53,$61.83,$155.38
CU-344,ARM-8AD-C,EA,"ARM,8'Arm Doubler,Corrosive",ARM-SW,0.2560,0.0000,0.0000,$350.53,$61.83,$155.38
CU-345,ARM-8AF-GN,EA,"ARM,8ft Sgl Alley, FG,Gain w/brace",ARM-SW,N/A,N/A,N/A,$350.53,$61.83,$155.38
CU-346,ARM-8AF-GN-C,EA,"ARM,8ft Sgl Alley, FG,Gain w/brace,Corr",ARM-SW,N/A,N/A,N/A,$350.53,$61.83,$155.38
